GO:0000242	1	Caenorhabditis elegans
GO:0000242	6	Drosophila melanogaster
GO:0000242	8	Homo sapiens
GO:0000243	12	Saccharomyces cerevisiae
GO:0000244	2	Saccharomyces cerevisiae
GO:0000244	5	Homo sapiens
GO:0000245	14	Drosophila melanogaster
GO:0000245	17	Saccharomyces cerevisiae
GO:0000245	27	Homo sapiens
GO:0000245	2	Plasmodium falciparum
GO:0000245	5	Caenorhabditis elegans
GO:0000246	1	Saccharomyces cerevisiae
GO:0000247	1	Caenorhabditis elegans
GO:0000247	1	Saccharomyces cerevisiae
GO:0000247	4	Homo sapiens
GO:0000248	1	Homo sapiens
GO:0000248	1	Saccharomyces cerevisiae
GO:0000249	1	Saccharomyces cerevisiae
GO:0000250	1	Homo sapiens
GO:0000250	1	Saccharomyces cerevisiae
GO:0000252	1	Saccharomyces cerevisiae
GO:0000253	1	Saccharomyces cerevisiae
GO:0000254	1	Homo sapiens
GO:0000254	1	Saccharomyces cerevisiae
GO:0000254	2	Drosophila melanogaster
GO:0000255	1	Drosophila melanogaster
GO:0000255	6	Saccharomyces cerevisiae
GO:0000256	6	Saccharomyces cerevisiae
GO:0000257	1	Homo sapiens
GO:0000257	1	Saccharomyces cerevisiae
GO:0000257	3	Drosophila melanogaster
GO:0000262	1	Drosophila melanogaster
GO:0000262	1	Homo sapiens
GO:0000262	2	Saccharomyces cerevisiae
GO:0000266	1	Caenorhabditis elegans
GO:0000266	2	Homo sapiens
GO:0000266	4	Saccharomyces cerevisiae
GO:0000267	117	Saccharomyces cerevisiae
GO:0000267	17	Caenorhabditis elegans
GO:0000267	3	Plasmodium falciparum
GO:0000267	807	Homo sapiens
GO:0000267	98	Drosophila melanogaster
GO:0000268	3	Drosophila melanogaster
GO:0000268	3	Saccharomyces cerevisiae
GO:0000268	4	Homo sapiens
GO:0000270	12	Caenorhabditis elegans
GO:0000270	12	Drosophila melanogaster
GO:0000270	32	Homo sapiens
GO:0000271	1	Plasmodium falciparum
GO:0000271	33	Saccharomyces cerevisiae
GO:0000271	35	Homo sapiens
GO:0000271	6	Caenorhabditis elegans
GO:0000271	9	Drosophila melanogaster
GO:0000272	12	Saccharomyces cerevisiae
GO:0000272	1	Plasmodium falciparum
GO:0000272	22	Homo sapiens
GO:0000272	40	Caenorhabditis elegans
GO:0000272	7	Drosophila melanogaster
GO:0000273	1	Saccharomyces cerevisiae
GO:0000273	2	Plasmodium falciparum
GO:0000273	3	Caenorhabditis elegans
GO:0000273	3	Drosophila melanogaster
GO:0000273	7	Homo sapiens
GO:0000274	3	Saccharomyces cerevisiae
GO:0000275	1	Homo sapiens
GO:0000275	2	Plasmodium falciparum
GO:0000275	5	Saccharomyces cerevisiae
GO:0000275	9	Drosophila melanogaster
GO:0000276	12	Saccharomyces cerevisiae
GO:0000276	2	Homo sapiens
GO:0000276	9	Drosophila melanogaster
GO:0000277	1	Saccharomyces cerevisiae
GO:0000278	234	Homo sapiens
GO:0000278	235	Saccharomyces cerevisiae
GO:0000278	312	Drosophila melanogaster
GO:0000278	85	Caenorhabditis elegans
GO:0000278	8	Plasmodium falciparum
GO:0000279	230	Homo sapiens
GO:0000279	246	Saccharomyces cerevisiae
GO:0000279	457	Drosophila melanogaster
GO:0000279	67	Caenorhabditis elegans
GO:0000279	9	Plasmodium falciparum
GO:0000280	1	Homo sapiens
GO:0000280	1	Plasmodium falciparum
GO:0000280	3	Caenorhabditis elegans
GO:0000280	3	Saccharomyces cerevisiae
GO:0000280	6	Drosophila melanogaster
GO:0000281	1	Homo sapiens
GO:0000281	2	Caenorhabditis elegans
GO:0000281	5	Drosophila melanogaster
GO:0000282	66	Saccharomyces cerevisiae
GO:0000285	1	Saccharomyces cerevisiae
GO:0000287	23	Caenorhabditis elegans
GO:0000287	2	Plasmodium falciparum
GO:0000287	343	Homo sapiens
GO:0000287	5	Drosophila melanogaster
GO:0000288	20	Saccharomyces cerevisiae
GO:0000288	2	Drosophila melanogaster
GO:0000289	1	Drosophila melanogaster
GO:0000289	7	Saccharomyces cerevisiae
GO:0000290	7	Saccharomyces cerevisiae
GO:0000293	3	Homo sapiens
GO:0000293	7	Saccharomyces cerevisiae
GO:0000295	1	Saccharomyces cerevisiae
GO:0000297	4	Saccharomyces cerevisiae
GO:0000298	1	Saccharomyces cerevisiae
GO:0000299	2	Caenorhabditis elegans
GO:0000299	3	Saccharomyces cerevisiae
GO:0000299	4	Homo sapiens
GO:0000300	1	Drosophila melanogaster
GO:0000300	2	Caenorhabditis elegans
GO:0000300	2	Homo sapiens
GO:0000300	9	Saccharomyces cerevisiae
GO:0000301	4	Drosophila melanogaster
GO:0000301	4	Saccharomyces cerevisiae
GO:0000302	15	Homo sapiens
GO:0000302	1	Drosophila melanogaster
GO:0000302	7	Saccharomyces cerevisiae
GO:0000303	1	Homo sapiens
GO:0000304	2	Saccharomyces cerevisiae
GO:0000305	2	Homo sapiens
GO:0000306	2	Saccharomyces cerevisiae
GO:0000307	10	Saccharomyces cerevisiae
GO:0000307	1	Homo sapiens
GO:0000307	2	Caenorhabditis elegans
GO:0000307	6	Drosophila melanogaster
GO:0000309	1	Saccharomyces cerevisiae
GO:0000309	3	Homo sapiens
GO:0000310	1	Saccharomyces cerevisiae
GO:0000311	4	Plasmodium falciparum
GO:0000312	2	Plasmodium falciparum
GO:0000313	19	Plasmodium falciparum
